first_name,last_name,address,mobile,drivers_license,dob,age,home_owner,monthly_income,income_verified,employer,total_session_duration,avg_pages_per_session,bounce_rate_flag,scroll_depth_pct,repeat_visitor_count,device_switching,traffic_paid_pct,traffic_organic_pct,time_outside_hours_pct,time_step1,time_step2,time_step3,inter_step_latency,drop_off_step,form_edits,funnel_revisits,funnel_friction_score,email_open_rate,email_click_through_rate,time_to_first_email_open,sms_bounce_rate,sms_reply_rate,click_to_call_ratio,reply_sentiment_score,opt_out_flag,days_since_last_application,days_since_last_session,days_since_last_email_open,days_since_last_sms_reply,event_recency_bucket,frequency_last_30_days,inverse_recency_weight,recency_frequency_interaction,referral_code_used,geo_behavior_distance,support_chat_activity,credit_check_days_ago,risk_proxy_flag,converted
Devin,Garcia,"457 Casey Manors Suite 512, Zacharystad, VA 39605",001-301-870-6481x0534,YJ826671,2004-11-13,20,1,3025.39,0,"Marquez, Woods and Griffin",6.41,5.42,1,0.34,10,5,0.26,0.74,0.23,56.53,30.44,63.84,81.39,1,1,1,0.88,0.81,0.3,20.77,0.06,0.31,0.25,0.03,1,39,58,47,38,30–90 days,6,0.025,0.15,1,27.01,8,58,1,0
Dana,Castro,"02649 Trevino Parkways, Brianamouth, WV 66931",972.149.6440x084,kl248410,1980-08-06,44,0,1648.93,0,Ward-Ellison,14.28,8.1,0,0.2,20,1,0.88,0.12,0.18,123.89,170.48,155.91,27.29,3,4,2,0.86,0.68,0.3,154.72,0.15,0.44,0.61,-0.68,0,144,14,3,53,>90 days,9,0.006896551724137931,0.06206896551724138,0,33.85,9,34,0,1
Tracy,Mccoy,"1261 Kimberly Stream Apt. 203, Davidhaven, IA 94916",620-010-9624x99032,RQ418004,1983-07-09,41,1,3555.51,0,"Hinton, Thompson and Schroeder",22.19,2.06,0,0.16,7,9,0.02,0.98,0.23,268.35,80.05,112.74,17.11,3,0,3,0.22,0.52,0.18,44.92,0.01,0.39,0.23,-0.56,0,116,16,32,26,>90 days,8,0.008547008547008548,0.06837606837606838,0,48.01,8,29,1,0
Andrew,Brooks,"380 Williams Ports Suite 342, Ronaldmouth, ME 91448",704.440.7085x186,Tj316952,1995-01-31,30,1,4021.38,1,"Davis, Nielsen and Watson",182.34,4.86,0,0.32,1,3,0.41,0.59,0.8,193.11,164.43,43.46,74.65,completed,0,3,0.12,0.34,0.05,124.88,0.04,0.39,0.9,-0.59,1,179,8,34,3,>90 days,2,0.005555555555555556,0.011111111111111112,1,25.64,0,18,1,1
Robert,Garcia,"USCGC Bean, FPO AP 35697",(087)178-9874,Rs329683,1967-06-06,57,0,2700.32,1,Hughes-Thompson,48.08,1.62,0,0.46,12,6,0.01,0.99,0.68,165.34,252.47,248.2,101.98,3,3,3,0.49,0.33,0.14,81.78,0.04,0.85,0.88,-0.07,0,174,84,55,34,>90 days,3,0.005714285714285714,0.017142857142857144,1,4.25,1,11,1,0
Mark,Baker,"345 Brittney Land, North Angelaview, FL 35148",(652)632-3806x411,Qf089445,1969-02-08,56,0,4237.44,0,"Buckley, Ramirez and Evans",34.3,2.83,0,0.16,1,4,0.07,0.93,0.62,31.49,118.89,243.11,54.85,3,5,3,1.0,0.56,0.13,40.4,0.07,0.37,0.07,-0.26,1,58,31,29,22,30–90 days,3,0.01694915254237288,0.05084745762711865,1,23.48,3,59,0,1
Christopher,Olsen,"15152 Mitchell Station, Mendezview, MI 47004",001-359-997-2628,AG153769,1997-09-16,27,1,3897.07,0,Simmons Group,117.41,1.08,0,0.11,8,3,0.77,0.23,0.54,29.27,232.29,179.28,94.93,completed,0,0,0.75,0.8,0.25,26.12,0.13,0.62,0.74,-0.66,1,153,86,45,55,>90 days,1,0.006493506493506494,0.006493506493506494,0,10.15,0,25,1,1
Charles,Jarvis,"533 Foster Glen, North Gregoryview, KS 35273",442.875.4693x569,bh115647,1962-06-09,62,0,3296.58,0,Wade-Rogers,70.17,7.83,0,0.35,5,8,0.16,0.84,0.48,217.76,88.57,68.65,41.09,2,1,2,0.24,0.21,0.06,163.5,0.1,0.19,0.08,0.39,1,60,38,56,9,30–90 days,9,0.01639344262295082,0.14754098360655737,0,19.45,6,19,1,1
Omar,Nelson,"6459 Laura Road, Port Amyhaven, VT 53187",001-877-444-6153x8791,bE350087,2006-07-02,18,0,3510.79,1,"Williams, Hughes and Glenn",101.48,3.45,0,0.28,18,7,0.27,0.73,0.25,211.45,73.43,182.64,35.43,completed,2,3,0.66,0.81,0.33,137.19,0.04,0.09,0.7,-0.26,1,178,53,26,9,>90 days,5,0.00558659217877095,0.027932960893854747,1,21.9,2,48,1,1
Nicholas,Kirk,"8165 Brad Dale, Lake Jessicaburgh, TN 76122",8937513985,vG433337,1969-02-20,56,0,3349.65,1,"Martinez, Taylor and Cummings",10.58,7.0,0,0.4,5,7,0.84,0.16,0.3,177.24,29.5,37.53,119.87,completed,4,3,0.33,0.75,0.32,154.59,0.2,0.24,0.04,-0.18,1,142,67,8,24,>90 days,4,0.006993006993006993,0.027972027972027972,1,6.94,3,21,0,0
Miguel,Miller,"Unit 8085 Box 2172, DPO AA 08994",880.025.4624x3871,TD865824,1987-05-19,38,1,2960.69,0,"Rodriguez, Robinson and Murphy",44.97,6.1,0,0.08,18,3,0.62,0.38,0.71,21.29,252.76,189.66,69.79,completed,2,3,0.62,0.86,0.29,104.99,0.2,0.76,0.44,0.41,0,18,24,51,48,7–30 days,10,0.05263157894736842,0.5263157894736842,0,19.77,7,13,1,1
Jane,Nichols,"0626 Smith Fork Suite 149, Taylorbury, OH 15139",2753484807,wB083215,1982-08-25,42,0,3499.86,0,"Leblanc, Diaz and Coleman",13.03,9.36,0,0.2,7,1,0.59,0.41,0.14,141.88,205.69,206.48,47.91,3,1,1,0.94,0.17,0.05,124.67,0.14,0.65,0.28,-0.69,1,61,70,20,49,30–90 days,5,0.016129032258064516,0.08064516129032258,1,31.98,7,34,1,1
Robert,Perry,"36890 Young Light Apt. 244, Rodriguezview, ME 95748",(806)869-1341x45381,Qu186966,1971-07-03,53,1,3549.32,1,Mitchell-Ramsey,16.33,5.1,0,0.27,15,1,0.84,0.16,0.74,288.67,165.42,151.66,51.22,3,2,1,0.15,0.57,0.12,165.91,0.12,0.59,0.35,-0.9,1,80,52,2,36,30–90 days,4,0.012345679012345678,0.04938271604938271,0,2.07,0,16,1,1
Heather,Fletcher,"36855 Larson Park Apt. 548, Williamston, WV 10564",+1-446-335-3837x060,AX914373,1999-12-18,25,0,4330.87,1,Martin PLC,24.79,8.93,1,0.21,8,6,0.2,0.8,0.69,93.09,242.77,299.2,8.45,1,3,2,0.9,0.62,0.3,84.24,0.17,0.06,0.34,-0.87,1,125,82,47,31,>90 days,8,0.007936507936507936,0.06349206349206349,0,48.78,5,10,0,0
Amber,Miller,"6700 Jennings Branch Apt. 137, Michaelport, IL 17466",+1-541-878-3386x6112,Ry188027,1993-10-09,31,1,2658.89,0,Flores-Carter,64.5,1.77,0,0.38,18,10,0.27,0.73,0.18,58.57,52.71,292.19,92.32,completed,4,0,0.97,0.44,0.09,143.89,0.07,0.3,0.23,-0.74,0,171,6,48,0,>90 days,7,0.005813953488372093,0.040697674418604654,0,13.19,10,14,0,0
Tiffany,Parker,"792 Robin Mews Apt. 204, Danaview, NC 51361",(735)016-2773,Yn568184,1971-04-05,54,0,2295.13,0,"Ford, Waters and Walton",123.99,2.89,1,0.08,17,7,0.08,0.92,0.49,97.7,173.39,243.1,20.77,2,0,3,0.58,0.51,0.08,112.7,0.05,0.49,0.08,-0.08,1,4,0,34,35,<7 days,7,0.2,1.4,0,15.67,0,33,1,0
Megan,Hicks,"829 William Fields, Lake Michaelberg, CO 48726",+1-428-003-9525x1191,dl343216,1966-04-01,59,1,2619.76,0,Miller Inc,16.7,6.17,0,0.15,17,10,0.99,0.01,0.81,117.73,66.6,151.92,90.29,3,1,0,0.49,0.48,0.21,65.69,0.17,0.41,0.33,-0.09,0,134,19,15,12,>90 days,10,0.007407407407407408,0.07407407407407407,1,38.24,5,17,1,1
Melissa,Young,"6159 Sarah Estates Apt. 757, North Sandraburgh, ND 48266",355.061.0030x11274,sd093436,1975-09-10,49,1,2756.62,1,"Rivera, Jackson and Rios",39.26,2.58,0,0.09,19,3,0.55,0.45,0.4,201.88,50.95,175.55,26.31,1,2,0,0.28,0.22,0.04,148.8,0.06,0.93,0.97,0.14,0,23,51,24,24,7–30 days,9,0.041666666666666664,0.375,1,7.58,0,40,0,0
Jennifer,Davidson,"246 Anderson Place Apt. 649, West Edwardland, DC 79480",001-408-546-3751x3043,nH539619,1962-12-07,62,0,4217.96,1,"Sullivan, Adams and Daniel",32.64,1.78,0,0.28,14,10,0.22,0.78,0.27,263.48,82.4,86.34,5.08,2,4,0,0.87,0.79,0.28,135.3,0.03,0.46,0.35,-0.81,0,58,27,57,55,30–90 days,10,0.01694915254237288,0.1694915254237288,1,24.56,4,2,0,0
Ryan,Harmon,"683 Nancy Mission Suite 195, West Heather, NC 17411",+1-066-897-6506x7582,lu480787,1972-06-15,52,1,2063.49,0,"Walker, Johnson and Hunt",28.34,9.18,0,0.52,6,5,0.43,0.57,0.58,299.87,233.14,125.38,100.17,completed,1,1,0.17,0.03,0.01,61.93,0.1,0.62,0.91,0.02,1,19,38,10,36,7–30 days,4,0.05,0.2,1,25.31,10,57,1,0
Mary,Graham,"683 Tyler Manors Apt. 906, South Ian, IN 20060",721.169.9602x8647,Dl945444,1967-11-28,57,0,915.89,0,Smith-Vaughn,150.96,2.45,0,0.08,17,5,0.11,0.89,0.59,91.5,60.31,120.13,97.17,completed,0,3,0.39,0.75,0.11,139.33,0.05,0.68,0.57,0.86,0,19,43,38,49,7–30 days,10,0.05,0.5,1,19.67,5,1,1,0
Robert,Warren,"8224 Jimenez Hills, West Samantha, FL 53105",001-544-918-9273x89053,BP437837,1959-08-20,65,1,3098.07,1,"Torres, Smith and Porter",118.85,3.11,0,0.32,8,5,0.68,0.32,0.35,255.95,284.68,266.61,89.99,3,3,1,0.28,0.28,0.14,2.84,0.14,0.71,0.62,0.98,1,21,79,18,51,7–30 days,4,0.045454545454545456,0.18181818181818182,0,15.94,1,17,0,1
Monique,Owens,"625 Christy Rapids, South Nathanside, FL 47574",(133)611-2276x6500,vk362423,1969-05-07,56,0,2396.02,1,Cherry-Rosales,41.63,3.35,0,0.3,11,5,0.09,0.91,0.23,182.61,53.64,290.74,56.37,completed,0,0,0.5,0.25,0.07,119.48,0.15,0.75,0.58,0.81,1,113,46,48,17,>90 days,2,0.008771929824561403,0.017543859649122806,0,40.96,1,11,1,1
Marco,Martinez,"3991 Samantha Shores, Millershire, GA 67647",+1-196-377-7532,yM383118,1992-01-11,33,1,2051.08,0,"Blake, Taylor and Alexander",152.8,8.96,1,0.18,1,1,0.19,0.81,0.25,109.21,134.69,250.98,18.79,2,4,0,0.73,0.53,0.11,89.21,0.06,0.6,0.43,-0.67,1,98,1,18,26,>90 days,7,0.010101010101010102,0.0707070707070707,0,6.27,8,57,0,0
Marc,Hopkins,"974 Davis Meadow, West Amanda, ND 74466",(922)018-1698x519,EN449730,2006-07-10,18,0,3911.36,1,Stephens-Lambert,54.21,7.6,0,0.45,6,2,0.33,0.67,0.11,249.7,242.28,40.29,71.34,2,2,2,0.46,0.12,0.06,39.43,0.01,0.59,0.74,-0.94,1,37,8,10,27,30–90 days,5,0.02631578947368421,0.13157894736842105,1,33.11,4,30,0,1
Sherry,Dixon,"2898 Tapia Road, Nolanville, ME 68205",072-165-8431x5326,wp827760,1981-07-24,43,0,2048.08,1,Kemp and Sons,53.06,6.11,0,0.22,20,9,0.05,0.95,0.65,142.8,75.69,188.05,34.08,1,3,0,0.58,0.36,0.15,147.9,0.1,0.35,0.36,0.61,0,77,0,60,25,30–90 days,6,0.01282051282051282,0.07692307692307693,1,16.74,5,28,1,0
Richard,Keller,"67014 Harris Station, Perezberg, SD 95447",(644)378-3443x831,gm886102,2006-11-28,18,0,1480.65,1,Hartman-King,31.42,8.41,0,0.08,11,9,0.93,0.07,0.65,164.16,19.47,147.92,51.89,1,3,2,0.16,0.66,0.32,101.63,0.14,0.07,0.42,-0.77,0,101,40,18,47,>90 days,8,0.00980392156862745,0.0784313725490196,0,30.83,5,24,1,0
Emily,Green,"08651 Ferrell Club, East Hunter, MS 09928",771-676-1179,Ed211218,1972-05-07,53,1,2813.2,1,Grimes Ltd,57.29,4.19,0,0.3,4,9,0.37,0.63,0.3,40.7,112.92,129.82,82.72,1,4,1,0.66,0.07,0.02,33.54,0.03,0.83,0.04,-0.16,0,118,90,13,28,>90 days,5,0.008403361344537815,0.04201680672268908,0,8.83,6,43,1,1
Amy,Reed,"48945 Aaron Well Apt. 995, East Christopherberg, NJ 11001",530.159.2130,dM364891,1971-04-18,54,1,3427.62,0,Gibbs-Miller,56.17,5.52,0,0.38,9,10,0.92,0.08,0.61,192.65,126.93,228.2,66.1,1,5,3,0.68,0.43,0.17,148.58,0.03,0.83,0.54,0.69,1,18,57,38,30,7–30 days,10,0.05263157894736842,0.5263157894736842,1,21.85,8,32,1,0
Joseph,Thomas,"9030 James Prairie, Port Maryfurt, DC 67851",(808)126-7286x35418,Na777642,1974-08-31,50,1,2744.07,0,Williams and Sons,84.06,8.6,0,0.18,4,3,0.04,0.96,0.32,11.85,293.72,290.07,50.44,2,1,0,0.73,0.35,0.13,145.17,0.19,0.4,0.78,-0.47,1,84,55,6,0,30–90 days,2,0.011764705882352941,0.023529411764705882,1,49.52,3,32,0,0
Laura,Scott,"6042 Moore Squares Suite 651, East Frank, IN 25010",(463)323-3348x13592,kI579420,1971-03-18,54,1,1235.4,1,Harris-Daniels,52.9,7.19,0,0.18,19,8,0.31,0.69,0.54,130.99,56.47,59.57,53.09,1,2,0,0.76,0.9,0.12,71.37,0.02,0.02,0.66,0.2,1,26,37,26,58,7–30 days,2,0.037037037037037035,0.07407407407407407,0,8.57,2,22,1,1
Victoria,Schneider,"1879 Wagner Point, Jameschester, TX 75800",549.487.7245x45988,MY939030,2004-11-04,20,0,1848.13,1,Allen Inc,36.88,9.34,0,0.18,12,7,0.03,0.97,0.57,13.28,238.34,98.87,9.63,completed,3,3,0.59,0.4,0.2,98.41,0.06,0.71,0.27,0.81,1,17,38,2,51,7–30 days,2,0.05555555555555555,0.1111111111111111,0,19.05,5,41,0,0
Heather,Alexander,"9832 Taylor Shore Apt. 106, Gomezhaven, NV 78403",001-027-122-5707,Qj146042,1992-12-06,32,0,2480.02,0,Mcintosh Inc,29.35,8.49,1,0.22,17,2,0.1,0.9,0.46,107.86,262.5,34.22,29.28,1,2,3,0.75,0.05,0.01,80.14,0.07,0.39,0.53,-0.68,1,59,51,40,11,30–90 days,3,0.016666666666666666,0.05,1,28.81,6,1,0,0
Rhonda,Randall,"9670 Joseph Rapids, New Cynthia, SC 73064",500.762.0537,ND294085,2006-10-01,18,1,2451.25,1,Adams-Wright,77.46,2.34,0,0.23,1,3,0.03,0.97,0.41,212.18,66.1,196.04,34.88,1,2,0,0.89,0.9,0.2,42.17,0.08,0.24,0.67,0.65,0,137,23,23,20,>90 days,4,0.007246376811594203,0.028985507246376812,1,33.82,1,16,1,0
Jeffery,Johnson,"7526 Richard Mews Apt. 437, New James, CO 38980",402.397.4016x59440,JS750029,2006-01-24,19,1,2134.93,1,"Cline, White and Anderson",36.82,7.64,0,0.49,20,6,0.16,0.84,0.89,293.41,240.21,201.23,71.45,completed,2,2,0.87,0.29,0.08,111.87,0.08,0.43,0.33,0.13,1,158,22,52,43,>90 days,5,0.006289308176100629,0.031446540880503145,0,42.6,10,8,1,1
Elizabeth,Smith,"989 Laura Common Apt. 116, Brownland, MI 60059",(182)525-5912x0960,bP204502,1990-07-14,34,1,2793.69,0,Mcmahon-Evans,95.24,8.02,0,0.28,6,5,0.87,0.13,0.18,46.53,293.95,205.41,102.39,1,4,3,0.32,0.68,0.23,108.96,0.14,0.58,0.43,-0.45,1,152,17,36,24,>90 days,7,0.006535947712418301,0.0457516339869281,0,38.54,7,40,0,0
Anthony,Tate,"773 Vaughan Plains, West Danielle, NH 35086",(572)791-0591x3257,Mq084838,1989-12-12,35,1,2275.75,1,"Wagner, Barton and Joseph",83.88,6.63,0,0.08,5,2,0.73,0.27,0.37,148.77,279.37,106.27,58.51,2,3,0,0.01,0.08,0.02,5.99,0.13,0.43,0.55,-0.65,1,2,62,8,12,<7 days,7,0.3333333333333333,2.3333333333333335,1,15.15,6,43,1,0
Judy,Reynolds,"40123 Roach Avenue, Lake Monicaburgh, SC 30838",3244446777,Gz934350,2000-11-25,24,1,3325.44,1,"Quinn, Carpenter and Fernandez",58.98,9.01,0,0.36,6,1,0.6,0.4,0.37,276.01,127.91,51.55,87.19,completed,1,2,0.29,0.53,0.2,162.15,0.16,0.68,0.68,0.89,0,70,28,34,18,30–90 days,3,0.014084507042253521,0.04225352112676056,1,15.14,9,47,1,0
Michael,Hernandez,"87833 Ewing Junctions Suite 785, Joshuaview, DE 90267",+1-843-199-7187x0662,fn741480,1961-03-16,64,0,3000.5,0,"Harper, Miranda and Barrett",79.78,6.34,0,0.07,9,8,0.34,0.66,0.21,37.38,251.14,276.34,79.73,2,4,0,0.1,0.4,0.16,140.59,0.02,0.0,0.71,-0.29,1,139,27,27,6,>90 days,4,0.007142857142857143,0.02857142857142857,1,13.1,0,28,1,0
Emily,Scott,"576 Brooke Overpass, Jonesberg, HI 72289",805.121.6411x33533,NB894302,1972-12-13,52,0,1754.41,1,"Powers, Rocha and Wheeler",50.97,9.62,0,0.21,4,3,0.61,0.39,0.41,79.69,37.54,101.33,16.11,1,5,2,0.18,0.99,0.27,96.21,0.17,1.0,0.58,0.62,1,42,78,8,50,30–90 days,4,0.023255813953488372,0.09302325581395349,0,16.68,0,36,1,1
Raymond,Combs,"8692 Courtney Inlet, New Emilybury, MN 56361",108-735-6811x3875,ug814437,1978-02-28,47,0,2158.29,1,Jackson-Robinson,24.55,7.14,0,0.1,10,4,0.69,0.31,0.66,228.51,263.13,154.99,88.98,2,4,0,0.62,0.19,0.02,51.93,0.09,0.62,0.85,-0.61,0,105,7,17,55,>90 days,3,0.009433962264150943,0.02830188679245283,0,6.71,3,9,1,0
Michael,Day,"250 Kidd Loaf Suite 763, New Taraside, MT 33172",8803607660,Ec346043,1972-09-14,52,1,3326.62,1,Montoya LLC,228.56,1.77,0,0.11,5,9,0.64,0.36,0.76,22.06,154.46,209.9,34.02,2,5,3,0.31,0.61,0.28,145.98,0.12,0.73,0.36,0.28,1,115,9,40,50,>90 days,2,0.008620689655172414,0.017241379310344827,1,23.58,8,47,1,0
Danielle,Garner,"915 Nguyen Trail, Maldonadoville, CT 77330",001-559-647-0785,yK883426,1965-05-11,60,1,5278.4,1,Jackson-Hill,76.96,4.23,1,0.16,16,5,0.7,0.3,0.37,205.94,124.82,229.31,57.23,completed,5,0,0.41,0.93,0.19,22.56,0.12,0.97,0.38,-0.88,1,162,85,44,22,>90 days,2,0.006134969325153374,0.012269938650306749,1,17.3,3,27,0,1
Brian,Bentley,"59793 Marshall Rapids, Port Laura, NE 65240",551.053.5139x89575,SG148544,1981-07-13,43,1,2844.43,1,Johnston-Serrano,15.52,9.98,0,0.37,11,8,0.41,0.59,0.41,201.31,138.19,197.99,12.07,1,4,3,0.81,0.94,0.34,171.87,0.03,0.48,0.6,0.16,1,174,6,2,6,>90 days,8,0.005714285714285714,0.045714285714285714,0,20.37,1,59,0,1
Lisa,Love,"Unit 3260 Box 7470, DPO AP 75962",(753)492-9739x0339,Az417537,1970-04-23,55,0,2760.62,1,"Jordan, Williams and Macias",24.17,2.46,0,0.2,7,2,0.87,0.13,0.56,110.19,242.87,166.68,14.12,2,1,2,0.57,0.91,0.24,54.04,0.03,0.15,0.43,0.19,0,167,46,16,5,>90 days,6,0.005952380952380952,0.03571428571428571,0,4.49,0,25,1,0
Barbara,Hall,"923 Rodriguez Plain Suite 115, North Mindy, MD 89952",(625)138-0870x7387,NQ455067,1964-04-07,61,0,2318.94,1,"Ruiz, Foster and Wood",112.53,5.29,0,0.39,3,1,0.12,0.88,0.8,291.57,61.37,219.4,9.63,completed,1,3,0.41,0.52,0.17,168.53,0.13,0.48,0.81,0.9,0,33,75,14,33,30–90 days,8,0.029411764705882353,0.23529411764705882,0,1.59,0,44,1,0
Melinda,Mcdowell,"021 Judith Hills, Lake Randy, NM 96909",+1-047-660-3142x934,DV064737,1985-06-23,39,1,3898.65,0,"Jackson, Hayes and Williams",30.46,4.96,0,0.38,16,1,0.38,0.62,0.27,138.35,24.03,247.94,100.03,1,3,0,0.59,0.35,0.15,100.29,0.17,0.63,0.78,0.2,0,26,40,23,56,7–30 days,5,0.037037037037037035,0.18518518518518517,0,21.0,6,49,0,0
Kim,Jones,"Unit 1642 Box 5341, DPO AP 62204",296-396-5366,Xm976486,1986-08-18,38,0,2410.43,0,Wyatt-Crawford,52.03,2.98,0,0.23,17,9,0.23,0.77,0.63,33.23,138.13,57.38,26.21,completed,4,1,0.2,0.39,0.05,72.21,0.1,0.48,0.38,0.68,1,89,27,40,47,30–90 days,3,0.011111111111111112,0.03333333333333333,1,7.69,9,43,1,0
Brian,Owens,"478 Leonard Drives, Kellyborough, DC 13138",001-529-371-6993x987,LY195062,1990-09-28,34,0,3554.22,0,"Blair, Hill and Jones",26.78,6.16,0,0.22,5,1,0.1,0.9,0.14,63.73,166.97,197.22,10.24,3,2,3,0.95,0.84,0.18,14.82,0.03,0.13,0.12,0.04,1,35,31,17,41,30–90 days,2,0.027777777777777776,0.05555555555555555,0,12.67,8,38,1,0
Phillip,Green,"529 Donna Points Suite 167, Lake Lindaberg, AK 74901",(368)665-9632x309,JA373072,2006-01-13,19,0,3068.85,1,Smith PLC,63.41,4.44,0,0.41,7,8,0.42,0.58,0.12,107.26,61.35,38.54,115.02,1,5,3,0.6,0.73,0.17,71.37,0.05,0.1,0.18,0.6,1,165,6,50,57,>90 days,4,0.006024096385542169,0.024096385542168676,1,34.04,6,7,0,0
Julia,Wood,"32206 Veronica Ports, New Louismouth, TN 27265",001-563-039-5237,ok396832,2005-07-19,19,0,4770.17,0,"Alvarez, Brown and Howe",12.95,1.65,0,0.58,12,5,0.22,0.78,0.42,128.81,293.68,62.46,96.9,1,3,3,0.33,0.73,0.2,104.53,0.17,0.8,0.87,-0.88,1,139,87,11,48,>90 days,8,0.007142857142857143,0.05714285714285714,0,34.76,0,37,0,1
Gail,Murray,"9896 Guzman Wells Suite 307, Lake Kristibury, FL 91660",+1-994-798-2405x97446,mw101273,1977-04-07,48,0,2651.71,0,"Ingram, Jackson and Johnson",40.92,4.62,0,0.42,2,6,0.16,0.84,0.86,265.08,273.04,297.54,28.96,2,5,3,0.36,0.67,0.2,75.89,0.07,0.59,0.58,-0.68,1,179,51,5,40,>90 days,9,0.005555555555555556,0.05,0,23.85,4,5,1,1
Elizabeth,Love,"736 Alicia Square, Melissaville, MS 33741",3876135979,yo436202,1995-09-23,29,0,5095.84,0,Mcfarland Inc,140.66,7.68,0,0.52,18,5,0.69,0.31,0.55,240.91,223.16,186.93,61.14,3,4,0,0.13,0.26,0.07,108.27,0.1,0.29,0.01,-0.01,1,178,55,46,54,>90 days,4,0.00558659217877095,0.0223463687150838,0,14.64,3,5,1,1
Christina,Davis,"38611 Holland Rapids, Rileyville, SD 29460",3158497392,Uy771705,1970-08-09,54,0,3640.54,1,"Graham, Hernandez and Powell",54.92,5.24,0,0.22,6,1,0.9,0.1,0.26,16.54,259.88,177.36,107.43,completed,5,1,0.6,0.81,0.22,135.22,0.18,0.57,0.18,-0.46,0,41,63,60,22,30–90 days,9,0.023809523809523808,0.21428571428571427,1,10.33,2,23,0,0
Steven,Higgins,"08145 Cantu Mount, East Daryl, ID 78320",(725)459-5560x77117,wA904645,1985-12-05,39,1,2184.62,0,Douglas-Hines,19.03,6.29,0,0.15,1,5,0.52,0.48,0.27,92.15,126.09,245.44,6.59,3,2,0,0.65,0.67,0.28,167.96,0.0,0.15,0.89,-0.08,1,147,80,4,31,>90 days,8,0.006756756756756757,0.05405405405405406,1,28.45,0,31,0,1
Brian,Church,"4298 Jason Brooks, Payneberg, HI 92931",857-696-1323x73382,hv904470,2007-03-04,18,1,4259.23,0,Kelly Inc,108.84,9.97,0,0.4,19,10,0.9,0.1,0.3,73.99,50.06,259.14,62.51,completed,1,0,0.67,0.24,0.1,137.04,0.06,0.41,0.21,0.95,0,3,31,2,30,<7 days,6,0.25,1.5,1,32.46,2,11,0,0
Adrian,Cooper,"82609 Hernandez Coves, South Andrea, MD 07832",(602)292-1602x2916,fo077872,1976-10-10,48,1,2820.91,0,Henderson-Price,66.95,7.89,0,0.22,11,3,0.73,0.27,0.56,69.98,156.29,100.54,54.16,3,5,2,0.65,0.75,0.14,73.55,0.05,0.2,0.78,0.82,1,19,73,23,7,7–30 days,9,0.05,0.45,0,18.83,2,14,0,0
Dustin,White,"93060 Ronald Lodge, East Christyberg, NJ 95827",032.423.2758x1232,zh012575,1963-09-15,61,0,3421.55,1,Bishop-Maxwell,61.06,2.65,1,0.13,10,4,0.11,0.89,0.3,101.91,244.56,263.89,39.78,2,0,3,0.86,0.86,0.35,27.26,0.14,0.95,0.68,-0.34,0,94,25,18,36,>90 days,5,0.010526315789473684,0.05263157894736842,0,25.28,7,23,1,0
Jesse,Mason,"46205 Tiffany Port, Terriville, WA 42829",+1-021-143-1145x81059,uv721096,1983-02-22,42,0,3160.49,0,"Torres, King and Davis",193.97,3.81,1,0.22,5,0,0.81,0.19,0.86,100.75,258.97,48.19,86.08,3,0,1,0.74,0.68,0.14,157.27,0.03,0.05,0.72,-0.05,1,162,88,56,0,>90 days,6,0.006134969325153374,0.03680981595092025,0,42.53,10,24,1,1
James,Tran,"77038 Alexandra Route Suite 689, Port Elizabeth, AZ 98264",641.334.9088x608,VT780030,1965-02-12,60,0,1880.45,1,"Wright, Farmer and Schroeder",36.25,5.94,0,0.15,16,0,0.83,0.17,0.76,215.72,40.57,253.27,82.17,1,5,2,0.7,0.36,0.16,130.84,0.02,0.41,0.89,-0.91,0,11,29,57,54,7–30 days,9,0.08333333333333333,0.75,1,48.09,5,29,0,0
Lori,White,"4945 Erin Drive, South Candace, OR 65010",+1-365-453-8489x880,Aa697647,1983-01-21,42,0,4065.17,1,Robinson Ltd,130.0,3.24,1,0.5,3,9,0.01,0.99,0.54,292.98,117.05,113.59,44.57,completed,3,1,0.52,0.44,0.2,91.49,0.1,0.14,0.98,-0.5,0,74,33,54,20,30–90 days,7,0.013333333333333334,0.09333333333333334,1,4.13,5,28,1,1
Christopher,Schmitt,"7142 Adams Manors, Veronicabury, SD 16860",+1-512-918-3815x215,Bo329926,2004-03-11,21,0,3995.58,0,Cooper-Turner,149.22,4.8,0,0.4,19,1,0.46,0.54,0.31,228.11,158.73,103.05,73.55,1,0,1,1.0,0.44,0.21,62.76,0.01,0.2,0.42,-0.56,1,119,40,26,7,>90 days,9,0.008333333333333333,0.075,1,0.51,3,28,1,0
Elizabeth,Martin,"PSC 1893, Box 6162, APO AA 07383",(371)176-8418x56664,vG189909,2007-01-08,18,0,2285.32,0,Houston PLC,73.03,1.61,0,0.19,6,10,0.35,0.65,0.4,190.19,218.43,42.08,9.09,2,5,0,0.99,0.23,0.03,34.99,0.01,0.39,0.8,-0.32,0,83,18,5,45,30–90 days,4,0.011904761904761904,0.047619047619047616,1,22.49,6,32,0,0
